track_id,artist_name,track_name,album_name,album_type,video_title,channel_name,platform,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_sec,mood_category,views,likes,comments,streams,engagement_rate,like_ratio,popularity_score,energy_liveness_ratio,is_licensed,is_official_video
1393,Hoobastank,The Reason,The Reason (15th Anniversary Deluxe),album,Hoobastank - The Reason (Official Music Video),HoobastankVEVO,Youtube,0.472,0.671,-4.649,0.029,0.0129,0.0,0.159,0.0681,82.952,232.8,Angry/Intense,938269816,4825010,95705,731604203,0.005244,0.005142,21.6,4.220125786,1,1
1394,IU,Blueming,Love poem,single,[MV] IU(???) _ Blueming(???),1theK (????),Youtube,0.819,0.674,-3.145,0.0587,0.0849,0.0,0.0667,0.682,106.032,217.1,Happy/Energetic,156419709,2237886,47680,109096091,0.014612,0.014307,3.22,10.10494753,1,1
1395,PnB Rock,Needed That,Me vs. Myself (Deluxe),album,A Boogie Wit da Hoodie & PnB Rock - Needed That [Official Audio],A Boogie Wit da Hoodie,Spotify,0.489,0.548,-7.907,0.271,0.108,0.0,0.0865,0.68,146.33,206.3,Happy/Energetic,780115,22724,851,7332449,0.03022,0.029129,0.22,6.335260116,1,1
1396,AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),High Voltage,album,AC/DC - It's a Long Way to the Top (If You Wanna Rock 'n' Roll) (Official Video),Official Lives & Music Videos - Official Channel,Spotify,0.456,0.863,-3.551,0.0894,0.133,0.0538,0.0553,0.532,135.962,301.2,Happy/Energetic,102527,1881,240,196347993,0.020687,0.018346,5.8,15.60578662,0,0
1397,Kina,Wish I Was Better,Wish I Was Better,single,"Kina, Yaeow - Wish I Was Better (Official Lyric Video)",KinaVEVO,Spotify,0.732,0.304,-13.086,0.111,0.747,6.13e-05,0.143,0.185,139.965,140.6,Sad/Mellow,998152,20441,428,72993845,0.020908,0.020479,2.16,2.125874126,1,1
1398,Ñejo,Se Te Hizo Tarde,Se Te Hizo Tarde,single,Ñejo ? Jon Z ? Ele A El Dominio ? Jamby EL Favo - Se Te Hizo Tarde ? [Official Video],Ñejo,Spotify,0.698,0.801,-5.746,0.0639,0.319,0.0,0.316,0.905,169.995,358.8,Happy/Energetic,42903831,536431,14202,48554551,0.012834,0.012503,1.43,2.534810127,1,1
1399,Owl City,Fireflies,Ocean Eyes,album,Owl City - Fireflies (Official Music Video),OwlCityVEVO,Spotify,0.512,0.662,-6.797,0.0439,0.0275,0.0,0.118,0.472,180.114,228.3,Angry/Intense,480239520,4432091,370936,722904665,0.010001,0.009229,21.35,5.610169492,1,1
1400,Thaman S,"Tum Tum (From ""Enemy - Tamil"")","Tum Tum (From ""Enemy - Tamil"")",single,"Tum Tum - Video Song | Enemy (Tamil) | Vishal,Arya | Anand Shankar | Vinod Kumar | Thaman S",Divo Music,Youtube,0.741,0.761,-5.414,0.143,0.759,0.000607,0.126,0.912,147.047,228.6,Happy/Energetic,319919998,2237321,32803,51312507,0.007096,0.006993,1.52,6.03968254,1,1
1401,George Benson,Breezin',Breezin',album,George Benson - Breezin' (Official Live Video),RHINO,Spotify,0.682,0.752,-9.521,0.0454,0.476,0.863,0.0768,0.964,81.081,341.7,Happy/Energetic,79277,1640,106,41148706,0.022024,0.020687,1.22,9.791666667,1,1
1402,Alexis y Fido,Me Quiere Besar,Los Reyes del Perreo,album,Alexis y Fido: Me Quiere Besar (Official Video),Fresh Production,Spotify,0.792,0.814,-5.319,0.0706,0.143,0.0,0.302,0.847,95.015,155.4,Happy/Energetic,8221010,57929,1327,28068507,0.007208,0.007046,0.83,2.695364238,0,0
1403,Perry Como,O Holy Night - 1968 Version,Greatest Christmas Songs,album,O Holy Night (1968 Version),Perry Como - Topic,Spotify,0.154,0.138,-13.236,0.0338,0.931,1e-06,0.0988,0.0799,83.624,220.1,Sad/Mellow,607958,2384,20,7967376,0.003954,0.003921,0.24,1.396761134,1,1
1404,MGMT,She Works Out Too Much,Little Dark Age,album,MGMT - She Works Out Too Much (Music Video),RedNose Productions,Spotify,0.633,0.919,-6.208,0.0343,0.00596,0.273,0.43,0.805,147.97,278.4,Happy/Energetic,10598,554,37,20772958,0.055765,0.052274,0.61,2.137209302,0,0
1405,Anitta,Envolver Remix,Envolver Remix,single,"Anitta, Justin Quiles – Envolver Remix  [Official Music Video]",Anitta,Spotify,0.824,0.819,-4.336,0.0786,0.125,2.45e-05,0.137,0.616,92.001,182.9,Happy/Energetic,48920304,515593,13518,62023519,0.010816,0.010539,1.83,5.97810219,1,1
1406,Jack Johnson,Angel,Sleep Through The Static,album,Jack Johnson Angel music video,saynotorice,Spotify,0.619,0.0568,-19.197,0.0433,0.896,0.0967,0.114,0.357,176.279,122.7,Sad/Mellow,15216,48,3,69780800,0.003352,0.003155,2.06,0.498245614,0,0
1407,Cassie,Miss Your Touch,Cassie (U.S. Version),album,Cassie - Miss Your Touch,NikkiTHEsinger,Spotify,0.577,0.723,-8.761,0.105,0.000797,0.000682,0.0961,0.835,101.992,148.7,Happy/Energetic,114663,605,15,1113894,0.005407,0.005276,0.03,7.523413111,0,0
1408,Limp Bizkit,Behind Blue Eyes,Results May Vary,album,Limp Bizkit ~ Behind Blue Eyes,Étoile 17,Spotify,0.595,0.489,-6.66,0.0271,0.497,0.0,0.119,0.0902,120.315,270.0,Sad/Mellow,497909,7358,151,314464772,0.015081,0.014778,9.29,4.109243697,0,0
1409,Five Finger Death Punch,Living The Dream,F8,album,Five Finger Death Punch - Living The Dream (Official Music Video),Five Finger Death Punch,Spotify,0.416,0.988,-3.466,0.113,0.000839,0.0,0.137,0.47,174.995,214.5,Angry/Intense,6725700,152789,27898,43621031,0.026865,0.022717,1.29,7.211678832,0,1
1410,Skylar Grey,Mai Tais (feat. Skylar Grey),Mai Tais (feat. Skylar Grey),single,"Train, Skylar Grey - Mai Tais (Lyric Video)",TrainVEVO,Spotify,0.6,0.701,-6.035,0.0606,0.139,1.21e-06,0.12,0.723,163.975,224.8,Happy/Energetic,976413,11111,405,20437094,0.011794,0.011379,0.6,5.841666667,1,1
1411,Rema,Sad Girls (feat. Rema),Sad Girls (feat. Rema),single,Clean Bandit x French The Kid – Sad Girls ft. Rema (Official Lyric Video),Clean Bandit,Spotify,0.789,0.862,-7.787,0.141,0.305,6.23e-06,0.34,0.507,115.005,163.5,Happy/Energetic,360978,8571,340,7490489,0.024686,0.023744,0.22,2.535294118,1,1
1412,Shankar-Ehsaan-Loy,It's the Time to Disco,Kal Ho Naa Ho (Original Motion Picture Soundtrack),album,It's the Time to Disco Full Video - Kal Ho Naa Ho|Shah Rukh Khan|Saif Ali|Preity|Shaan|KK,SonyMusicIndiaVEVO,Youtube,0.902,0.772,-8.29,0.0383,0.0452,0.000129,0.12,0.808,131.992,333.1,Happy/Energetic,45760825,270689,6397,21940803,0.006055,0.005915,0.65,6.433333333,1,1
1413,Becky Hill,Remember (and David Guetta),Only Honest On The Weekend,album,"Becky Hill, David Guetta - Remember (Official Video)",BeckyHillVEVO,Spotify,0.626,0.864,-3.12,0.0378,0.0682,0.0,0.087,0.555,123.833,161.4,Happy/Energetic,31405657,192654,2797,282543051,0.006223,0.006134,8.34,9.931034483,1,1
1414,Romeo Santos,Sobredosis (feat. Ozuna),Golden,album,Romeo Santos - Sobredosis (Official Video) ft. Ozuna,RomeoSantosVEVO,Youtube,0.759,0.639,-8.085,0.0511,0.207,0.0,0.23,0.682,128.01,198.3,Happy/Energetic,624500818,2501143,38156,323487441,0.004066,0.004005,9.55,2.77826087,1,1
1415,Armin van Buuren,Repeat After Me,Repeat After Me,single,Dimitri Vegas & Like Mike x Armin van Buuren x W&W - Repeat After Me (Official Music Video),Armin van Buuren,Spotify,0.321,0.939,-4.86,0.0616,0.00342,0.81,0.0905,0.179,131.933,194.3,Angry/Intense,1937779,44456,1545,77788956,0.023739,0.022942,2.3,10.37569061,1,1
1416,OneRepublic,Sunshine,Sunshine,single,OneRepublic - Sunshine (Official Lyric Video),OneRepublicVEVO,Spotify,0.697,0.875,-4.621,0.034,0.137,0.0,0.28,0.774,140.069,163.9,Happy/Energetic,5053767,79834,1450,223323334,0.016084,0.015797,6.59,3.125,1,1
1417,Four Tops,Loco in Acapulco,Indestructible,album,The Four Tops - Loco in Acapulco (Audio),FourTopsVEVO,Spotify,0.818,0.705,-9.609,0.0329,0.413,0.0,0.0269,0.965,123.436,274.1,Happy/Energetic,4193832,19551,840,65470962,0.004862,0.004662,1.93,26.20817844,1,1
1418,Los Pericos,Waitin',Serie De Oro,album,Los pericos - Waiting,djextremechile,Spotify,0.882,0.411,-13.449,0.0423,0.00638,2.83e-06,0.0946,0.866,98.032,168.1,Calm/Positive,182158,2890,105,48135750,0.016442,0.015865,1.42,4.344608879,0,0
1419,"Sergio Vega ""El Shaka""",Disculpe Usted,Más Exitos Con El Shaka,album,"Sergio Vega ""El Shaka"" - Quién Es Usted",SergioVegaVEVO,Youtube,0.664,0.498,-4.555,0.0661,0.605,0.0,0.089,0.966,156.799,180.0,Calm/Positive,141294502,420613,9490,74838661,0.003044,0.002977,2.21,5.595505618,1,1
1420,Natiruts,Andei Só - Ao Vivo,Natiruts Acústico no Rio de Janeiro (Ao Vivo),album,Natiruts - Andei Só (Video Ao Vivo),NatirutsVEVO,Spotify,0.585,0.622,-6.865,0.0305,0.207,0.0,0.83,0.612,145.954,263.1,Happy/Energetic,1608363,10096,182,87897413,0.00639,0.006277,2.6,0.74939759,1,1
1421,Lynyrd Skynyrd,Free Bird,Pronounced' Leh-'Nerd 'Skin-'Nerd,album,Lynyrd Skynyrd - Free Bird,The Best Of - Home Of Classic Music,Spotify,0.249,0.834,-8.21,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,547.1,Angry/Intense,45915141,373297,20513,463992990,0.008577,0.00813,13.7,9.025974026,0,0
1422,Motörhead,Hellraiser - 30th Anniversary Edition,No More Tears (30th Anniversary Expanded Edition),album,Hellraiser (30th Anniversary Edition - Official Animated Video),OzzyOsbourneVEVO,Youtube,0.622,0.905,-5.12,0.0428,0.00329,2.93e-05,0.115,0.441,96.049,295.2,Angry/Intense,21322114,489168,13696,9867762,0.023584,0.022942,0.29,7.869565217,1,1
1423,Seu Jorge,Felicidade,"Musica para Churrasco, Vol. 2",album,Seu Jorge :Felicidade (Lyric Vídeo),Hugo br 72,Spotify,0.549,0.81,-6.425,0.0398,0.342,0.0,0.203,0.806,113.819,267.4,Happy/Energetic,72173,979,20,36711513,0.013842,0.013565,1.08,3.990147783,0,0
1424,Mazzy Star,Halah,She Hangs Brightly,album,Mazzy Star - Halah (Official Music Video),Telegenics,Spotify,0.622,0.448,-10.709,0.0265,0.23,0.0,0.102,0.553,106.085,196.2,Calm/Positive,105529,2861,143,24915324,0.028466,0.027111,0.74,4.392156863,0,0
1425,B.o.B,Nothin' on You (feat. Bruno Mars),B.o.B Presents: The Adventures of Bobby Ray,album,B.o.B - Nothin' On You (feat. Bruno Mars) [Official Video],Atlantic Records,Spotify,0.688,0.853,-5.814,0.0493,0.386,0.0,0.0862,0.743,103.993,268.3,Happy/Energetic,412165445,2551890,74382,436151047,0.006372,0.006191,12.88,9.895591647,1,1
1426,Stan Getz,Só Danço Samba,Jazz Samba Encore!,album,Stan Getz & Joao Gilberto - So Danco Samba,declique,Spotify,0.578,0.364,-15.162,0.0441,0.683,0.0539,0.105,0.723,78.073,216.2,Calm/Positive,1409971,8843,147,61463773,0.006376,0.006272,1.81,3.466666667,0,0
1427,Nina Simone,Don't Let Me Be Misunderstood,Broadway-Blues-Ballads,album,Nina Simone - Don't Let Me Be Misunderstood,ParticuleYair,Spotify,0.388,0.501,-11.296,0.0731,0.778,0.0,0.305,0.532,158.348,166.2,Happy/Energetic,33116600,278871,8475,38947086,0.008677,0.008421,1.15,1.642622951,0,0
1428,Grupo 5,Tu Hipocresía,Puro Corazón,album,Tu Hipocresía,Grupo 5 - Topic,Spotify,0.733,0.781,-4.939,0.04,0.182,0.0,0.0648,0.666,96.027,196.3,Happy/Energetic,2128305,12526,16,7867215,0.005893,0.005885,0.23,12.05246914,1,1
1429,REO Speedwagon,In Your Letter,Hi Infidelity (30th Anniversary Edition),album,REO Speedwagon - In Your Letter,Julio Poleo,Spotify,0.641,0.894,-5.108,0.0284,0.273,0.0,0.409,0.926,131.079,196.2,Happy/Energetic,517908,3407,25,5662948,0.006627,0.006578,0.17,2.185819071,0,0
1430,Cocteau Twins,Iceblink Luck,Heaven or Las Vegas,album,Cocteau Twins - Iceblink Luck (Official Video),4AD,Spotify,0.396,0.812,-5.704,0.0331,7.19e-05,0.0117,0.328,0.5,102.151,198.7,Happy/Energetic,2249472,26305,1447,12165364,0.012337,0.011694,0.36,2.475609756,1,1
1431,Rick Ross,Stay Schemin,Stay Schemin,single,Rick Ross Ft. Drake & French Montana - Stay Schemin,OfficialRickRossTV,Spotify,0.541,0.734,-4.232,0.166,0.0621,0.0,0.12,0.321,162.304,267.7,Angry/Intense,22790777,165897,6445,107348067,0.007562,0.007279,3.17,6.116666667,0,0
1432,Ellie Goulding,Burn,Halcyon Nights,album,Ellie Goulding - Burn (Official Video),EllieGouldingVEVO,Youtube,0.555,0.772,-5.007,0.0523,0.315,0.0,0.105,0.346,86.921,231.2,Angry/Intense,1528479165,5900497,184730,636434575,0.003981,0.00386,18.79,7.352380952,1,1
1433,Stephanie Beatriz,The Family Madrigal,Encanto (Original Motion Picture Soundtrack),album,"Stephanie Beatriz, Olga Merediz, Encanto - Cast - The Family Madrigal (From ""Encanto"")",DisneyMusicVEVO,Youtube,0.594,0.628,-6.345,0.359,0.12,0.0,0.0582,0.556,141.391,257.2,Happy/Energetic,240582434,1302176,34362,162508709,0.005555,0.005413,4.8,10.79037801,1,1
1434,Sherlock Holmes,Teil 6 - Fall 53: Die sieben Zinnsoldaten,"Die neuen Fälle, Fall 53: Die sieben Zinnsoldaten",album,Sherlock Holmes & Dottor Watson 7 - L'nganno del cieco.,cuccioloebeppe,Youtube,0.699,0.595,-11.011,0.948,0.314,0.0,0.365,0.593,84.856,194.6,Happy/Energetic,133311,674,23,103420,0.005228,0.005056,0.0,1.630136986,0,0
1435,Michael Giacchino,The Batman,The Batman (Original Motion Picture Soundtrack),album,The Batman | Michael Giacchino | WaterTower,WaterTower Music,Spotify,0.209,0.152,-16.519,0.0324,0.5,0.903,0.103,0.0482,80.136,407.5,Sad/Mellow,15516293,307422,15313,17918477,0.0208,0.019813,0.53,1.475728155,1,1
1436,Willie Colón,Todo Tiene Su Final,Lo Mato,album,Todo tiene su final Hector Lavoe video oficial,Dj Pablo,Spotify,0.498,0.85,-6.494,0.042,0.74,0.000273,0.292,0.935,101.299,303.4,Happy/Energetic,24514,391,22,22573910,0.016848,0.01595,0.67,2.910958904,0,0
1437,Soulja Boy,Crank That (Soulja Boy) [Travis Barker Remix],Crank That (Soulja Boy) [Travis Barker Remix],single,Crank That (Soulja Boy) (Travis Barker Remix),Soulja Boy - Topic,Spotify,0.671,0.531,-5.551,0.0467,0.0307,0.0,0.365,0.28,140.013,247.0,Angry/Intense,1214946,21292,55,30345858,0.01757,0.017525,0.9,1.454794521,1,1
1438,Dadju,Grand bain,Poison Ou Antidote,album,DADJU - Grand Bain ft. Ninho (Clip Officiel),DADJU,Spotify,0.63,0.393,-10.762,0.183,0.88,0.0,0.0894,0.166,145.051,207.1,Sad/Mellow,71086071,445570,13327,99847291,0.006456,0.006268,2.95,4.395973154,1,1
1439,Smash Mouth,All Star - Owl City Remix,All Star (Owl City Remix),single,All Star (Owl City Remix),Smash Mouth - Topic,Spotify,0.757,0.659,-6.16,0.0414,0.148,0.0,0.277,0.624,104.008,270.3,Happy/Energetic,343344,10625,43,2029410,0.031071,0.030946,0.06,2.379061372,1,1
1440,Mac Miller,Small Worlds,Swimming,album,Mac Miller - Small Worlds,Mac Miller,Spotify,0.516,0.546,-9.105,0.249,0.814,4.5e-06,0.0995,0.515,78.267,271.7,Happy/Energetic,13625529,187146,4111,208187811,0.014037,0.013735,6.15,5.487437186,1,1
1441,Pancho Barraza,Una Noche Cualquiera,"Mis 30 Aniversario, Vol. 1",album,Pancho Barraza & Carin León -  Una Noche Cualquiera,Pancho Barraza Oficial,Youtube,0.524,0.423,-7.292,0.0854,0.127,0.0,0.16,0.649,148.369,215.1,Calm/Positive,24487810,103775,914,17842926,0.004275,0.004238,0.53,2.64375,1,1
1442,Grupo 5,Te Vas,Motor Y Motivo,album,Te vas - Grupo 5 (Letra),Chévere pe' ,Spotify,0.763,0.709,-4.815,0.0317,0.0947,0.0,0.278,0.706,98.975,226.2,Happy/Energetic,112117,1229,22,15340270,0.011158,0.010962,0.45,2.550359712,0,0
1443,Meghan Trainor,Don't I Make It Look Easy,Takin' It Back,album,Meghan Trainor - Don't I Make It Look Easy (Official Lyric Video),MeghanTrainorVEVO,Spotify,0.628,0.742,-4.51,0.0668,0.0624,0.0,0.274,0.829,148.756,154.9,Happy/Energetic,2449411,48888,596,23017127,0.020202,0.019959,0.68,2.708029197,1,1
1444,Sublime,Same In The End,Sublime,album,Sublime - Same In The End (Official Video),TheofficialSublime,Spotify,0.638,0.864,-4.255,0.0358,0.00253,0.0,0.178,0.811,102.289,156.2,Happy/Energetic,4115185,28874,842,30594402,0.007221,0.007016,0.9,4.853932584,0,0
1445,Philharmonia Orchestra,"Symphony No. 5 in C Minor, Op.67 - I. Allegro con brio",Essential Beethoven,compilation,Beethoven - Symphony No 5 in C minor Op 67,Mario Calogiuri,Spotify,0.351,0.232,-15.058,0.0437,0.983,0.839,0.218,0.202,85.144,395.7,Sad/Mellow,598936,6441,369,4475285,0.01137,0.010754,0.13,1.064220183,0,0
1446,PXNDX,Los Malaventurados No Lloran,Amantes Sunt Amentes,album,PXNDX - Los Malaventurados No Lloran (Official Video) [4K Remastered],MASTER RJ,Spotify,0.488,0.897,-6.503,0.114,0.00904,5.91e-05,0.311,0.814,172.054,207.8,Happy/Energetic,71855,1295,39,157861000,0.018565,0.018022,4.66,2.884244373,0,0
1447,Novo Amor,Anchor,Bathing Beach,single,Novo Amor - Anchor (official video),Novo Amor,Spotify,0.457,0.407,-11.475,0.0308,0.805,0.884,0.126,0.126,117.053,257.5,Sad/Mellow,19681746,277521,5943,247255946,0.014402,0.0141,7.3,3.23015873,1,1
1448,Eddie Santiago,Tu Me Quemas,Atrevido Y Diferente,album,Eddie Santiago - Tu me quemas,Computadoras Cañete,Youtube,0.714,0.762,-6.654,0.0429,0.341,5.88e-05,0.0468,0.963,171.409,300.0,Happy/Energetic,1462781,13550,432,0,0.009559,0.009263,0.0,16.28205128,0,0
1449,Kidz Bop Kids,Astronaut In The Ocean,KIDZ BOP 2022,album,KIDZ BOP Kids - Astronaut In The Ocean (Seated Dance Along),KIDZ BOP,Spotify,0.824,0.744,-5.879,0.0619,0.00995,3.56e-06,0.332,0.698,150.021,134.1,Happy/Energetic,692851,2892,0,9335064,0.004174,0.004174,0.28,2.240963855,0,1
1450,2Pac,Ambitionz Az A Ridah,All Eyez On Me,album,2pac - Ambitionz Az A Ridah (MUSIC VIDEO),Makaveli 'G,Spotify,0.801,0.91,-6.566,0.225,0.00239,0.000891,0.0737,0.805,87.277,278.4,Happy/Energetic,89682,1301,41,578493150,0.014964,0.014507,17.08,12.34735414,0,0
1451,Tayc,No No No,Fleur froide - Second état : la cristallisation,album,Tayc x @JasonDerulo - No No No (Official Lyrics Video),Tayc,Spotify,0.524,0.736,-5.708,0.12,0.119,0.00177,0.655,0.648,204.09,155.4,Happy/Energetic,211613,5646,169,11294635,0.027479,0.026681,0.33,1.123664122,1,1
1452,Ella Fitzgerald,We Three Kings - Remastered 2006,Ella Fitzgerald's Christmas (Deluxe Edition),album,We Three Kings (Remastered 2006),Ella Fitzgerald - Topic,Spotify,0.32,0.283,-14.078,0.0365,0.922,0.000305,0.145,0.431,79.716,127.3,Sad/Mellow,29012,315,3,8456463,0.010961,0.010858,0.25,1.951724138,1,1
1453,Hariharan,Venmegam,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),album,Yaaradi Nee Mohini - Venmegam Video | Dhanush | Yuvanshankar Raja,SonyMusicSouthVEVO,Youtube,0.803,0.426,-11.54,0.0742,0.418,2.23e-05,0.11,0.556,114.945,274.9,Calm/Positive,64425903,431122,11445,26277076,0.006869,0.006692,0.78,3.872727273,1,1
1454,Avril Lavigne,Here's to Never Growing Up,Avril Lavigne (Expanded Edition),album,Avril Lavigne - Here's to Never Growing Up (Official Video),AvrilLavigneVEVO,Youtube,0.482,0.873,-3.145,0.0853,0.0111,0.0,0.409,0.737,165.084,214.3,Happy/Energetic,206642026,1681417,104304,190837489,0.008642,0.008137,5.64,2.134474328,1,1
1455,IVE,ELEVEN -Japanese version-,ELEVEN -Japanese version-,single,IVE ELEVEN Palette of IVE Purple ver.,IVE,Spotify,0.822,0.748,-3.144,0.0852,0.0686,4.13e-06,0.053,0.477,119.886,178.5,Angry/Intense,378541,39906,1236,3306289,0.108686,0.105421,0.1,14.11320755,0,1
1456,Aleman,VETE YA,CONTINGENTE,album,"Junior H, Aleman - Vete Ya (LETRA) | Contingente",Yordi Rivera,Spotify,0.537,0.595,-9.503,0.109,0.112,0.0,0.113,0.115,104.029,230.5,Angry/Intense,271418,3055,8,10460166,0.011285,0.011256,0.31,5.265486726,0,0
1457,Cris Mj,Llamame Bebe,Llamame Bebe,single,Pailita - Llámame Bebé - ft. Cris Mj & Young Cister (Prod. Reelian),P A I L I T A -,Spotify,0.808,0.688,-6.78,0.106,0.232,0.0,0.149,0.351,105.034,258.3,Angry/Intense,14511677,215080,5166,20161636,0.015177,0.014821,0.6,4.617449664,1,1
1458,Jacquees,You Belong To Somebody Else,Fuck A Friend Zone,album,Dej Loaf & Jacquees - You Belong To Somebody Else Lyrics,therealdavdior,Spotify,0.79,0.472,-6.999,0.0656,0.325,5.83e-06,0.276,0.287,115.055,218.7,Sad/Mellow,42832057,245657,3555,60604032,0.005818,0.005735,1.79,1.710144928,0,0
1459,Pink Floyd,"Another Brick in the Wall, Pt. 2",The Wall,album,"Pink Floyd - Another Brick In The Wall, Part Two (Official Music Video)",Pink Floyd,Youtube,0.693,0.394,-15.882,0.0428,0.0782,0.000694,0.247,0.721,104.114,238.7,Calm/Positive,42252469,405995,7172,0,0.009779,0.009609,0.0,1.5951417,1,1
1460,Gala,Freed From Desire - Full Vocals Mixx,Coming Into a Decade (10Th Anniversary),album,GALA - Freed from desire [Official Video],DO IT YOURSELF,Youtube,0.751,0.836,-4.486,0.0815,0.287,0.216,0.0758,0.647,128.988,255.5,Happy/Energetic,192034757,1293160,46171,4687169,0.006974,0.006734,0.14,11.02902375,1,1
1461,Stray Kids,Deep end (Felix),SKZ-REPLAY,album,Deep end (???) Deep end (Felix),Stray Kids - Topic,Spotify,0.485,0.223,-10.585,0.06,0.879,0.0,0.15,0.257,113.541,208.4,Sad/Mellow,2493049,173620,12087,7312957,0.07449,0.069642,0.22,1.486666667,1,1
1462,DIVINE,Bornfire,Gunehgar,album,DIVINE - Bornfire feat. Russ | Official Music Video,DIVINE,Youtube,0.714,0.596,-6.966,0.172,0.251,0.0,0.201,0.218,93.984,164.7,Angry/Intense,5375131,260961,6642,3162241,0.049785,0.04855,0.09,2.965174129,1,1
1463,Pyotr Ilyich Tchaikovsky,"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 2, March",Tchaikovsky: The Nutcracker,album,"The Nutcracker, Op. 71, Act I, Scene 1: No. 2, March",Sir Simon Rattle - Topic,Spotify,0.444,0.116,-23.172,0.041,0.977,0.868,0.0862,0.512,150.319,145.6,Calm/Positive,38737,626,1,16145328,0.016186,0.01616,0.48,1.345707657,1,1
1464,Maldy,La Fórmula Sigue,La Fórmula,compilation,"Zion, Arcangel, Lennox, RKM, Chencho, Maldy, Ken-Y - La Formula Sigue (La Formula) [Official Video]",Pina Records,Youtube,0.732,0.974,-4.161,0.264,0.15,0.0,0.123,0.256,90.006,295.8,Angry/Intense,57359525,250591,13067,6175950,0.004597,0.004369,0.18,7.918699187,1,1
1465,Tove Lo,Don't Say Goodbye (feat. Tove Lo),Don't Say Goodbye (feat. Tove Lo),single,ALOK & Ilkay Sencan (feat. Tove Lo) - Don't Say Goodbye (Lyric Video),Tove Lo,Spotify,0.698,0.719,-4.923,0.0455,0.00829,4.01e-06,0.326,0.364,120.062,186.7,Angry/Intense,33325022,336565,5990,201437609,0.010279,0.010099,5.95,2.205521472,0,1
1466,Yeah Yeah Yeahs,Gold Lion,Show Your Bones,album,Yeah Yeah Yeahs - Gold Lion (E-version),YeahYeahYeahsVEVO,Spotify,0.521,0.848,-3.396,0.065,0.0204,1.21e-05,0.081,0.297,158.739,187.1,Angry/Intense,2301743,19945,441,44402584,0.008857,0.008665,1.31,10.4691358,1,1
1467,Jorge Ben Jor,Menina Mulher Da Pele Preta / O Telefone Tocou Novamente - Ao Vivo,MPB das Antigas,compilation,Jorge Ben Jor - Menina Mulher da Pele Preta / O Telefone Tocou Novamente (Acústico MTV),Leonardo Blundi,Spotify,0.435,0.674,-9.281,0.0952,0.143,2.34e-06,0.668,0.937,82.023,298.0,Happy/Energetic,297581,5652,198,18800932,0.019659,0.018993,0.56,1.008982036,0,0
1468,Hugo & Guilherme,Meu Número - Ao Vivo,Próximo Passo (Ao Vivo),album,0,0,Spotify,0.427,0.834,-4.169,0.0978,0.434,0.0,0.939,0.32,179.089,208.0,Angry/Intense,0,0,0,106654467,0.0,0.0,3.15,0.888178914,0,0
1469,Crystal Castles,Vanished,Crystal Castles,album,Crystal Castles - Vanished,Crystal Waves,Spotify,0.713,0.868,-6.644,0.0305,0.00206,9.23e-05,0.225,0.641,119.98,243.0,Happy/Energetic,3187985,107604,931,103837288,0.034045,0.033753,3.07,3.857777778,0,0
1470,Jowell & Randy,Si Te Pillo,Si Te Pillo,single,Jowell y Randy ft. Wisin y Yandel - Si Te Pillo (Video Oficial),Jowell & Randy,Spotify,0.687,0.781,-4.657,0.0944,0.166,4.32e-06,0.255,0.655,180.1,219.7,Happy/Energetic,8266725,92753,2561,9342135,0.01153,0.01122,0.28,3.062745098,1,1
1471,Gipsy Kings,Volare,Mosaique,album,Gipsy Kings - Volare (Official Video),gipsykingsVEVO,Youtube,0.612,0.876,-8.323,0.0515,0.644,1.2e-05,0.383,0.909,116.104,218.5,Happy/Energetic,51105776,366976,8055,0,0.007338,0.007181,0.0,2.287206266,1,1
1472,Jesse & Joy,Me Soltaste,Un Besito Más,album,0,0,Spotify,0.4,0.398,-6.038,0.0385,0.786,3.47e-06,0.333,0.16,111.661,229.9,Sad/Mellow,0,0,0,169381261,0.0,0.0,5.0,1.195195195,0,0
1473,Scorpions,Send Me An Angel,Crazy World,album,Scorpions - Send Me An Angel,ScorpionsVEVO,Youtube,0.153,0.417,-11.587,0.0318,0.434,0.000622,0.211,0.166,80.87,273.3,Sad/Mellow,327633448,1565889,44915,166627981,0.004916,0.004779,4.92,1.976303318,1,1
1474,Jory Boy,HOOKIA,SIXDO,single,"Feid, Jory Boy - HOOKIA (Vertical Video)",FeidVEVO,Spotify,0.733,0.814,-2.817,0.145,0.0708,0.0,0.118,0.483,172.104,171.6,Angry/Intense,3896151,75762,1415,11317924,0.019809,0.019445,0.33,6.898305085,1,1
1475,A.R. Rahman,Ennodu Nee Irundhaal,I (Original Motion Picture Soundtrack),album,"I - Ennodu Nee Irundhaal Video | A. R. Rahman | Vikram, Amy Jackson | Shankar",SonyMusicSouthVEVO,Youtube,0.261,0.603,-6.733,0.0367,0.558,0.0,0.184,0.207,158.125,352.7,Angry/Intense,65094477,417473,11032,37409758,0.006583,0.006413,1.1,3.277173913,1,1
