track_id,artist_name,track_name,album_name,album_type,video_title,channel_name,platform,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_sec,mood_category,views,likes,comments,streams,engagement_rate,like_ratio,popularity_score,energy_liveness_ratio,is_licensed,is_official_video
1,Ace of Base,Lucky Love,The Bridge,album,Ace of Base - Lucky Love (Official Music Video),Ace of Base,Youtube,0.769,0.662,-7.238,0.0319,0.129,0.00102,0.0814,0.863,104.104,175.7,Happy/Energetic,8790417,31106,1080,5505208,0.003661,0.003539,0.16,8.132678133,1,1
2,Lil Baby,Drip Too Hard (Lil Baby & Gunna),Drip Harder,album,"Lil Baby x Gunna - ""Drip Too Hard"" (Official Music Video)",Lil Baby Official 4PF,Spotify,0.897,0.662,-6.903,0.292,0.0852,0.0,0.534,0.389,112.511,145.5,Angry/Intense,85768437,1170652,30003,1131137257,0.013999,0.013649,33.4,1.239700375,0,0
3,Commodores,Three Times A Lady,Natural High,album,Commodores - Three Times A Lady [Live],TheSoulKings,Spotify,0.487,0.094,-19.555,0.0274,0.834,0.000224,0.172,0.0788,74.857,398.5,Sad/Mellow,9080536,60229,3746,36098941,0.007045,0.006633,1.07,0.546511628,0,0
4,Natalia Lafourcade,Tú Sí Sabes Quererme (feat. Los Macorinos),"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",album,Natalia Lafourcade - Tú sí sabes quererme (en manos de Los Macorinos),NLaFourcadeVEVO,Youtube,0.664,0.46,-10.974,0.105,0.782,3.19e-06,0.176,0.793,170.057,244.9,Calm/Positive,293326401,1077796,24959,110366556,0.003759,0.003674,3.26,2.613636364,1,1
5,TLC,Creep,Crazysexycool,album,TLC - Creep (Official HD Video),TLCVEVO,Spotify,0.811,0.458,-9.688,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,268.5,Calm/Positive,111070290,649654,22629,151814181,0.006053,0.005849,4.48,8.707224335,1,1
6,The Wiggles,Hot Potato,Yummy Yummy,album,The Wiggles - Hot Potato Hot potato,Rhys Yergs,Spotify,0.669,0.737,-7.974,0.0975,0.0289,0.0,0.204,0.948,170.925,81.1,Happy/Energetic,1432178,6540,0,36201096,0.004566,0.004566,1.07,3.612745098,0,0
7,Ludovico Einaudi,Rolling Like A Ball,Underwater,album,Ludovico Einaudi - Rolling Like A Ball (Performance Video),LudovicoEinaudiVEVO,Spotify,0.208,0.012,-29.933,0.0422,0.987,0.919,0.1,0.0391,175.159,257.2,Sad/Mellow,473964,10849,425,13213932,0.023787,0.02289,0.39,0.12,1,1
8,Anirudh Ravichander,"Thenmozhi (From ""Thiruchitrambalam"")","Thenmozhi (From ""Thiruchitrambalam"")",single,Thenmozhi - Official Video Song | Thiruchitrambalam | Dhanush | Anirudh | Sun Pictures,Sun TV,Spotify,0.764,0.532,-5.979,0.0491,0.598,0.0,0.26,0.859,123.95,173.2,Happy/Energetic,36310571,358707,4321,55429185,0.009998,0.009879,1.64,2.046153846,1,1
9,Brooks & Dunn,Boot Scootin' Boogie,#1s ... and then some,album,0,0,Spotify,0.656,0.817,-4.296,0.0435,0.22,0.0,0.304,0.862,130.448,198.2,Happy/Energetic,0,0,0,148149154,0.0,0.0,4.37,2.6875,0,0
10,Mijares,Ven A Cantar,Eterna Navidad,album,Mijares - Ven A Cantar (feat. La Hermandad) [Video Oficial],Warner Music México,Spotify,0.634,0.662,-8.299,0.0292,0.235,0.0,0.0413,0.375,111.638,239.8,Angry/Intense,3230909,37133,2273,17146691,0.012197,0.011493,0.51,16.02905569,1,1
11,Halsey,Without Me,Manic,album,Halsey - Without Me,HalseyVEVO,Spotify,0.752,0.488,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201.7,Calm/Positive,720370943,8066442,141866,1666992690,0.011395,0.011198,49.22,5.213675214,1,1
12,Calle 13,No Hay Nadie Como Tú (feat. Café Tacuba),Los De Atrás Vienen Conmigo,album,Calle 13 - No Hay Nadie Como Tú (Video) ft. Café Tacuba,Calle13VEVO,Youtube,0.573,0.856,-5.754,0.199,0.0629,0.0,0.108,0.687,199.952,293.3,Happy/Energetic,155542027,875748,19988,92098487,0.005759,0.00563,2.72,7.925925926,1,1
13,Gesaffelstein,Opr,Conspiracy Pt.2,single,GESAFFELSTEIN - OPR (OFFICIAL VIDEOCLIP),Artur Cudi,Spotify,0.748,0.549,-5.447,0.065,0.00268,0.792,0.196,0.197,101.033,234.0,Angry/Intense,240842,4119,125,23759988,0.017622,0.017102,0.7,2.801020408,0,0
14,Robin Schulz,Prayer in C - Robin Schulz Radio Edit,Prayer in C,single,Lilly Wood & The Prick and Robin Schulz - Prayer In C (Robin Schulz Remix) (Official),Robin Schulz,Spotify,0.763,0.875,-5.797,0.0262,0.024,5.41e-06,0.599,0.8,123.013,189.4,Happy/Energetic,730842542,3846379,56570,880463196,0.00534,0.005263,26.0,1.460767947,1,1
15,Udo Lindenberg,Durch die schweren Zeiten,UDOPIUM - Das Beste (Special Edition),album,Udo Lindenberg - Durch die schweren Zeiten (offizielles Video),Udo Lindenberg - UTube,Youtube,0.581,0.455,-7.843,0.0308,0.156,0.0,0.103,0.368,73.062,235.4,Sad/Mellow,11803910,50167,2619,9488756,0.004472,0.00425,0.28,4.417475728,1,1
16,Breaking Benjamin,I Will Not Bow,Dear Agony,album,Breaking Benjamin - I Will Not Bow (Official Video),BreakingBenjaminVEVO,Spotify,0.533,0.955,-3.708,0.0653,0.000165,1.36e-05,0.38,0.55,107.984,216.7,Happy/Energetic,97359554,593821,23861,226687646,0.006344,0.006099,6.69,2.513157895,1,1
17,Blackstreet,No Diggity - Radio Version,Best 90s R & B Songs,compilation,"Blackstreet - No Diggity (Official Music Video) ft. Dr. Dre, Queen Pen",BlackstreetVEVO,Youtube,0.851,0.659,-5.107,0.241,0.339,0.0,0.0928,0.703,88.708,248.0,Happy/Energetic,323564166,1895491,34204,7962367,0.005964,0.005858,0.24,7.101293103,1,1
18,Sfera Ebbasta,Hace Calor - Remix,Hace Calor (Remix),single,Kaleb Di Masi ? Sfera Ebbasta ? RVFV ? Omar Varela - Hace Calor Remix (Video Oficial),KALEB DI MASI,Spotify,0.889,0.618,-5.124,0.0627,0.367,0.00438,0.105,0.444,130.021,247.4,Angry/Intense,26463974,223288,4574,68129601,0.00861,0.008437,2.01,5.885714286,1,1
19,Pailita,Caminemos de la Mano,Caminemos de la Mano,single,CAMINEMOS DE LA MANO - Pailita ft. Young Cister (Video Oficial),P A I L I T A -,Spotify,0.735,0.752,-5.138,0.0855,0.318,6.89e-06,0.331,0.647,92.915,214.7,Happy/Energetic,15478215,167340,4240,29328988,0.011085,0.010811,0.87,2.271903323,1,1
20,DJ Khaled,Big Energy (feat. DJ Khaled) - Remix,Big Energy (feat. DJ Khaled) [Remix],single,"Latto, Mariah Carey - Big Energy (Remix (Official Audio)) ft. DJ Khaled",LattoVEVO,Spotify,0.867,0.771,-3.688,0.0939,0.0385,0.0,0.133,0.715,106.021,181.7,Happy/Energetic,12183821,169485,7311,75714601,0.014511,0.013911,2.24,5.796992481,1,1
21,Morgan Wallen,Sand In My Boots,Dangerous: The Double Album,album,Morgan Wallen: Sand In My Boots (The Dangerous Sessions),Morgan Wallen,Spotify,0.403,0.537,-6.628,0.031,0.59,0.0,0.112,0.414,69.877,202.1,Angry/Intense,36446138,195320,4581,230248521,0.005485,0.005359,6.8,4.794642857,0,1
22,Luciano,Life Lessons (feat. Headie One),Majestic,album,LUCIANO ft. HEADIE ONE - LIFE LESSONS (Music Video),RAP MOVEZ,Spotify,0.917,0.573,-8.207,0.365,0.173,1.12e-05,0.121,0.72,139.993,153.6,Happy/Energetic,3721,103,3,8111957,0.028487,0.027681,0.24,4.73553719,0,0
23,Olivia Newton-John,Physical - Remastered 2021,Physical (Deluxe Edition),album,Olivia Newton-John - Physical (Official Music Video) [Remastered 2021],OliviaNewtonJohnVEVO,Spotify,0.84,0.728,-8.473,0.0436,0.127,0.00114,0.114,0.74,124.066,226.0,Happy/Energetic,361565,9600,683,64915385,0.02844,0.026551,1.92,6.385964912,1,1
24,Ramirez,Grey Magic,G.R.E.Y.G.O.D.S.I.I.,single,$UICIDEBOY$ x RAMIREZ - Grey Magic (Video),JOAKO SUICIDA,Spotify,0.837,0.651,-11.443,0.0601,0.0501,0.00173,0.101,0.36,155.004,142.7,Angry/Intense,3944,114,14,24521061,0.032454,0.028905,0.72,6.445544554,0,0
25,Fergie,London Bridge,The Dutchess,album,Fergie - London Bridge (Oh Snap) (Official Music Video),FergieVEVO,Spotify,0.77,0.609,-5.894,0.345,0.214,0.0,0.166,0.631,90.952,241.3,Happy/Energetic,43811855,387524,9042,152256748,0.009052,0.008845,4.5,3.668674699,1,1
26,Cris Mj,Sin Seguro,Welcome To My World,album,Cris Mj x Ak4:20 - Sin Seguro (Visualizer) | Welcome To My World |,Cris MJ,Spotify,0.826,0.793,-4.808,0.0432,0.00361,1.15e-05,0.0836,0.308,97.005,207.8,Angry/Intense,3620337,40269,1026,8269061,0.011406,0.011123,0.24,9.485645933,0,0
27,Israel & Rodolffo,Ex Alcoolizado - Ao Vivo,"Israel & Rodolffo: Ao Vivo Em Brasília, Vol. 3",album,0,0,Spotify,0.687,0.786,-5.527,0.0444,0.361,0.0,0.892,0.483,115.959,162.4,Angry/Intense,0,0,0,40474396,0.0,0.0,1.2,0.881165919,0,0
28,Germ,Champagne Face,DIRTIESTNASTIEST$UICIDE,album,$UICIDEBOY$ x GERM - CHAMPAGNE FACE (Lyric Video),$uicideboy$,Spotify,0.894,0.767,-4.695,0.137,0.0231,2.36e-05,0.574,0.412,144.077,140.3,Angry/Intense,1390761,34504,964,9455655,0.025503,0.024809,0.28,1.336236934,1,1
29,Billy Joel,Vienna,The Stranger (Legacy Edition),album,Billy Joel - Vienna (Audio),billyjoelVEVO,Spotify,0.532,0.495,-6.662,0.0343,0.659,0.0,0.0754,0.308,124.936,214.2,Sad/Mellow,25313756,337872,8553,324222155,0.013685,0.013347,9.57,6.564986737,1,1
30,Future,I Can't Save You (Interlude) [with Future & feat. Don Toliver],HEROES & VILLAINS,album,"Metro Boomin, Future - I Can't Save You (Interlude) (Visualizer) ft. Don Toliver",MetroBoominVEVO,Spotify,0.668,0.727,-4.613,0.248,0.0301,0.0,0.143,0.309,143.083,90.7,Angry/Intense,1164323,28510,495,33226491,0.024911,0.024486,0.98,5.083916084,1,1
31,Dina Rae,Let Go,Let Go,single,Dina Rae - Let Go - Official Music Video,Dina Rae,Youtube,0.969,0.511,-7.312,0.0882,0.086,1.08e-06,0.0814,0.665,113.032,223.3,Happy/Energetic,2592,150,105,0,0.09838,0.05787,0.0,6.277641278,0,1
32,Sofía Reyes,R.I.P. (feat. Rita Ora & Anitta),Mal De Amores,album,Sofia Reyes - R.I.P. (feat. Rita Ora & Anitta) [Official Music Video],Sofia Reyes,Spotify,0.764,0.751,-3.713,0.0711,0.18,0.0,0.0696,0.698,100.074,187.2,Happy/Energetic,211117536,1692045,56048,213785805,0.00828,0.008015,6.31,10.79022989,1,1
33,Joe Hisaishi,Merry-Go-Round of Life - from 'Howl's Moving Castle',FREEDOM PIANO STORIES 4,album,Joe Hisaishi - Merry-Go-Round of Life (from Howl’s Moving Castle),JoeHisaishiVEVO,Spotify,0.239,0.287,-12.565,0.0388,0.876,0.644,0.122,0.185,71.608,311.1,Sad/Mellow,6000182,231315,3820,48597664,0.039188,0.038551,1.44,2.352459016,1,1
34,kevoxx,Untouchable (No) Sped Up - Remix,TikTok Viral Songs 2023 (Remix),album,Untouchable (No) Sped Up,Xanemusic - Topic,Spotify,0.752,0.818,-4.676,0.195,0.0169,2.04e-05,0.641,0.756,114.338,173.4,Happy/Energetic,166617,3434,0,8063571,0.02061,0.02061,0.24,1.276131045,1,1
35,Drake,One Dance,Views,album,Drake - One Dance (Lyrics) ft. Wizkid & Kyla,Billion Stars,Spotify,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,174.0,Angry/Intense,169288294,1662640,13775,2522431995,0.009903,0.009821,74.48,1.899696049,0,0
36,Christina Perri,arms,lovestrong.,album,christina perri - arms [official music video],Christina Perri,Spotify,0.463,0.755,-7.244,0.0634,0.11,4.89e-06,0.103,0.252,145.319,261.2,Angry/Intense,78529876,489142,21830,102283120,0.006507,0.006229,3.02,7.330097087,1,1
37,Miley Cyrus,Malibu,Younger Now,album,Miley Cyrus - Malibu (Official Video),MileyCyrusVEVO,Spotify,0.573,0.781,-6.406,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231.9,Angry/Intense,512404807,3864034,165509,698790385,0.007864,0.007541,20.63,9.606396064,1,1
38,La Oreja de Van Gogh,Deseos de Cosas Imposibles (with Abel Pintos) - Directo Primera Fila,Primera Fila,album,La Oreja de Van Gogh - Deseos de Cosas Imposibles (En Vivo) ft. Abel Pintos,LODVGVEVO,Youtube,0.608,0.509,-9.759,0.048,0.202,8.33e-06,0.901,0.326,139.979,237.4,Angry/Intense,276832684,632294,13957,77114883,0.002334,0.002284,2.28,0.564927858,1,1
39,R. Kelly,Bump n' Grind,12 Play,album,R Kelly - Bump N' Grind {Acapella Intro} [Music Video],DJ Rome,Spotify,0.621,0.481,-8.016,0.0371,0.0984,0.0,0.241,0.679,65.004,256.1,Calm/Positive,129469,1843,162,119051758,0.015486,0.014235,3.52,1.995850622,0,0
40,Limp Bizkit,Break Stuff,Significant Other,album,Limp Bizkit - Break Stuff (Official Music Video),LimpBizkitVEVO,Spotify,0.432,0.884,-6.659,0.13,0.0127,0.000527,0.166,0.624,108.948,166.7,Happy/Energetic,179258826,944416,42438,375164239,0.005505,0.005268,11.08,5.325301205,1,1
41,Brray,La Jeepeta,La Jeepeta,single,Nio Garcia x Brray x Juanka x Anuel AA x Myke Towers - La Jeepeta Remix (Video Oficial),Flow La Movie,Youtube,0.816,0.726,-5.334,0.267,0.48,1.41e-06,0.314,0.707,175.933,204.8,Happy/Energetic,246789855,1170146,32343,74751023,0.004873,0.004741,2.21,2.312101911,1,1
42,Zé Ramalho,Coração Bobo - Ao Vivo,RCA 100 Anos De Música - Alceu Valenca,album,"Alceu Valença, Zé Ramalho - Coração Bobo (Pseudo Vídeo) (Ao Vivo)",GrandeEncontroVEVO,Spotify,0.458,0.659,-9.173,0.0496,0.796,3.9e-05,0.86,0.555,111.902,249.0,Happy/Energetic,768181,4087,100,22586940,0.005451,0.00532,0.67,0.76627907,1,1
43,No Te Va Gustar,Chau,Por Lo Menos Hoy,album,No Te Va Gustar - Chau (video oficial),No Te Va Gustar,Youtube,0.876,0.365,-10.596,0.0366,0.017,0.000118,0.0286,0.927,96.0,296.9,Calm/Positive,50447487,203625,3109,46119366,0.004098,0.004036,1.36,12.76223776,1,1
44,Jelly Roll,Creature,A Beautiful Disaster,album,Jelly Roll - Creature (ft. Tech N9ne & Krizz Kaliko) - Official Music Video,Jelly Roll,Youtube,0.763,0.603,-9.201,0.0788,0.176,0.0,0.0863,0.402,140.068,239.6,Angry/Intense,60461138,527022,14951,56945209,0.008964,0.008717,1.68,6.987253766,0,1
45,Busta Rhymes,Put Your Hands Where My Eyes Could See,When Disaster Strikes...,album,Busta Rhymes - Put Your Hands Where My Eyes Could See (Official Video) [Explicit],Busta Rhymes Videos,Spotify,0.906,0.623,-6.711,0.303,0.00864,4.19e-06,0.0753,0.715,99.498,194.3,Happy/Energetic,31503357,293459,8605,74368355,0.009588,0.009315,2.2,8.273572377,1,1
46,Erik Satie,Enfantillages pittoresques: II. Berceuse,"Satie: Complete Piano Works, Vol. 2/2",album,"Erik Satie - Berceuse (Enfantillages Pittoresques, No. 2)",Tim Jacobs,Spotify,0.44,0.00217,-44.761,0.053,0.987,0.958,0.0731,0.473,126.92,77.3,Sad/Mellow,4414,78,4,20452217,0.018577,0.017671,0.6,0.029685363,0,0
47,Clean Bandit,Symphony (feat. Zara Larsson),What Is Love? (Deluxe Edition),album,Clean Bandit - Symphony (feat. Zara Larsson) [Official Video],Clean Bandit,Spotify,0.715,0.605,-5.128,0.0428,0.239,1.41e-05,0.189,0.454,122.956,212.7,Angry/Intense,1207659517,7387812,187852,1220003456,0.006273,0.006117,36.03,3.201058201,1,1
48,AYLIVA,Sie weiß (feat. Mero),Sie weiß (feat. Mero),single,AYLIVA x MERO - Sie weiß (prod. by Frio & Kyree),AYLIVA,Spotify,0.792,0.679,-5.516,0.041,0.517,1.49e-05,0.0962,0.204,119.932,151.3,Angry/Intense,7551080,139560,6836,26288770,0.019387,0.018482,0.78,7.058212058,1,1
49,FIFA Sound,All My Life - FIFAe Theme - Lærke Lærke Remix,FIFAe (Official Soundtrack),single,All My Life – FIFAe Theme (Lærke Lærke Remix),FIFA Sound - Topic,Youtube,0.583,0.84,-7.535,0.0899,0.0521,0.00045,0.18,0.49,122.091,126.2,Angry/Intense,4700,24,0,0,0.005106,0.005106,0.0,4.666666667,1,1
50,The Living Tombstone,No Mercy (feat. BlackGryph0n & LittleJayneyCakes),No Mercy,single,No Mercy- #Overwatch Original Song by The Living Tombstone (Feat. BlackGryphon & LittleJayneyCakes),The Living Tombstone,Spotify,0.635,0.621,-5.936,0.0288,0.0466,0.0,0.128,0.844,105.047,154.5,Happy/Energetic,54216472,944906,89947,88555284,0.019087,0.017428,2.61,4.8515625,1,1
51,Franz Liszt,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",Liszt - My Piano Hero,album,Liszt - Liebestraum No. 3 (Love Dream),Rousseau,Spotify,0.279,0.0292,-26.804,0.0406,0.987,0.902,0.104,0.0338,136.732,293.1,Sad/Mellow,13097479,197984,8404,30172189,0.015758,0.015116,0.89,0.280769231,1,1
52,Carly Rae Jepsen,Sideways,The Loneliest Time,album,Carly Rae Jepsen - Sideways (Official Lyric Video),CarlyRaeJepsenVEVO,Spotify,0.689,0.61,-7.494,0.0609,0.0398,1.87e-06,0.0649,0.787,171.995,136.1,Happy/Energetic,104155,2307,108,3599253,0.023187,0.02215,0.11,9.399075501,1,1
53,Ne-Yo,Closer,Year Of The Gentleman (Bonus Track Edition),album,Ne-Yo - Closer (Official Music Video),NeYoVEVO,Spotify,0.711,0.753,-6.461,0.0766,0.028,2.96e-05,0.152,0.588,126.051,234.4,Happy/Energetic,120771672,574380,13648,171285749,0.004869,0.004756,5.06,4.953947368,1,1
54,Charles Aznavour,Mes emmerdes - Remastered 2014,Voilà que tu reviens,album,Charles Aznavour - Mes emmerdes (Audio Officiel),AznavourVEVO,Spotify,0.539,0.776,-6.362,0.152,0.259,0.0,0.125,0.597,135.212,186.6,Happy/Energetic,1564794,9335,198,14901410,0.006092,0.005966,0.44,6.208,1,1
55,Christina Aguilera,Beautiful,Stripped,album,Christina Aguilera - Beautiful (Official HD Video),CAguileraVEVO,Spotify,0.456,0.573,-3.866,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,238.6,Angry/Intense,140489434,912206,50877,271955400,0.006855,0.006493,8.03,5.026315789,1,1
56,Kid Cudi,Erase Me - Main,Man On The Moon II: The Legend Of Mr. Rager,album,Kid Cudi - Erase Me ft. Kanye West,KidCudiVEVO,Spotify,0.687,0.631,-5.612,0.129,0.063,0.0,0.108,0.853,186.071,192.3,Happy/Energetic,76856574,411898,25239,262226609,0.005688,0.005359,7.74,5.842592593,1,1
57,Saweetie,Back to the Streets (feat. Jhené Aiko),Back to the Streets (feat. Jhené Aiko),single,Saweetie - Back to the Streets (feat. Jhené Aiko) [Official Music Video],Official Saweetie,Spotify,0.865,0.792,-4.207,0.0677,0.168,1.46e-05,0.107,0.562,101.985,189.5,Happy/Energetic,39046394,547547,12254,106198719,0.014337,0.014023,3.14,7.401869159,1,1
58,Mac DeMarco,Still Beating,This Old Dog,album,Mac Demarco - Still Beating | A COLORS SHOW,COLORS,Spotify,0.709,0.496,-10.528,0.0417,0.581,0.191,0.151,0.469,78.477,181.6,Sad/Mellow,5577035,127318,2039,132995716,0.023195,0.022829,3.93,3.284768212,1,1
59,G-Eazy,Calm Down,When It's Dark Out,album,G-Eazy - Calm Down,GEazyMusicVEVO,Spotify,0.538,0.624,-8.794,0.325,0.000175,2.2e-06,0.117,0.409,102.346,127.4,Angry/Intense,61974021,545074,13127,196000698,0.009007,0.008795,5.79,5.333333333,1,1
60,Freddie Dredd,Limbo - Ghost Slowed,Freddie's Inferno - Ghost Slowed,album,FREDDIE DREDD - LIMBO (GHOST VERSION / SLOWED),MAFIA,Youtube,0.963,0.452,-14.666,0.0904,0.0367,0.204,0.0985,0.643,127.286,183.8,Calm/Positive,7186417,184074,1322,4156036,0.025798,0.025614,0.12,4.588832487,0,0
61,Volbeat,Guitar Gangsters & Cadillac Blood,Guitar Gangsters & Cadillac Blood,album,Volbeat - Guitar Gangsters & Cadillac Blood (Lyrics) HD,Andreas Kreutz,Spotify,0.291,0.974,-2.834,0.199,0.000275,0.000505,0.0838,0.32,76.902,188.9,Angry/Intense,3884236,11998,272,44436256,0.003159,0.003089,1.31,11.62291169,0,0
62,Milky Chance,Stolen Dance,Sadnecessary,album,Milky Chance - Stolen Dance (Official Video),Milky Chance Official,Spotify,0.885,0.581,-8.813,0.0378,0.427,0.000204,0.0759,0.728,114.016,313.7,Happy/Energetic,855009428,4555683,90225,1114351329,0.005434,0.005328,32.91,7.654808959,1,1
63,Kelsea Ballerini,hole in the bottle,kelsea,album,Kelsea Ballerini - hole in the bottle (Official Music Video),KelseaBalleriniVEVO,Spotify,0.478,0.873,-3.637,0.122,0.0486,0.0,0.374,0.739,104.365,155.7,Happy/Energetic,10768799,60423,1774,51018096,0.005776,0.005611,1.51,2.334224599,1,1
64,Four Tops,Still Water (Love),Still Waters Run Deep,album,The Four Tops - Still Water (Love),Demetrius Scott,Youtube,0.515,0.532,-12.472,0.0245,0.355,0.000711,0.498,0.961,94.165,194.7,Happy/Energetic,7594011,52228,3372,7556718,0.007322,0.006878,0.22,1.068273092,0,0
65,keshi,skeletons,skeletons,single,(live) keshi - skeletons,KeshiVEVO,Spotify,0.719,0.265,-12.782,0.0754,0.296,0.0865,0.108,0.273,80.021,152.5,Sad/Mellow,1375349,59292,1184,78844791,0.043971,0.043111,2.33,2.453703704,1,1
66,Sheryl Crow,On The Road Again - Live,On The Road Again (Live),single,"Willie Nelson & Sheryl Crow ""On the Road Again"" live 2007 Crossroads - stereo",MoreSherylCrow,Spotify,0.411,0.859,-7.382,0.085,0.0671,0.00201,0.958,0.36,112.228,156.2,Angry/Intense,502416,819,35,1948126,0.0017,0.00163,0.06,0.896659708,0,0
67,Kingpin Skinny Pimp,UNITY,UNITY,single,"LXST CXNTURY, Kingpin Skinny Pimp - UNITY",LXST CXNTURY,Spotify,0.537,0.651,-8.584,0.0515,0.0707,0.00287,0.532,0.396,144.924,142.2,Angry/Intense,2066823,35637,1208,2980352,0.017827,0.017242,0.09,1.223684211,0,1
68,Super Simple Songs,Sweet Dreams,Twinkle Twinkle Little Star & More Kids Songs,album,Sweet Dreams (Goodnight Song) | Super Simple Songs,Super Simple Songs - Kids Songs,Youtube,0.288,0.0938,-15.741,0.0365,0.742,0.0557,0.127,0.119,119.256,174.5,Sad/Mellow,258075590,327277,0,23975769,0.001268,0.001268,0.71,0.738582677,1,1
69,Soulja Boy,BTBT,BTBT,single,B.I ??? - BTBT (Feat. DeVita) M/V,131online,Spotify,0.766,0.664,-6.932,0.177,0.334,0.0,0.115,0.509,109.946,219.6,Happy/Energetic,15996635,793683,32856,83003218,0.05167,0.049616,2.45,5.773913043,0,0
70,Andy Grammer,"Honey, I'm Good.",Magazines Or Novels,album,"Andy Grammer - Honey, I'm Good. (Official Music Video)",Andy Grammer,Spotify,0.752,0.775,-7.289,0.0546,0.0324,0.0,0.351,0.595,122.014,199.3,Happy/Energetic,103721712,712933,24688,347076955,0.007112,0.006874,10.25,2.207977208,0,1
71,Nelly,E.I.,Country Grammar,album,Nelly - E.I. (Official Music Video),NellyVEVO,Spotify,0.834,0.481,-7.824,0.188,0.0732,0.0,0.0934,0.406,89.849,285.9,Sad/Mellow,52215893,272701,7541,52630819,0.005367,0.005223,1.55,5.149892934,1,1
72,Damian Marley,Pimpa's Paradise,Welcome to Jamrock,album,Damian Marley - Pimpa's Paradise,Jaxsbfd,Spotify,0.564,0.836,-6.052,0.401,0.307,0.0,0.491,0.571,121.147,304.2,Happy/Energetic,4966803,26302,704,27573040,0.005437,0.005296,0.81,1.702647658,0,0
73,Peso Pluma,Delivery,Delivery,single,Delivery - Peso Pluma x Alemán (Video Oficial),Alemán,Youtube,0.699,0.58,-6.753,0.527,0.283,0.0,0.0926,0.706,83.759,209.7,Happy/Energetic,13565889,232583,3749,9606254,0.017421,0.017145,0.28,6.26349892,1,1
74,Banda Cuisillos,Mil Heridas,Mil Heridas,album,Cuisillos de Arturo Macias  - Mil heridas (Video Oficial),Discos Musart,Spotify,0.69,0.569,-6.806,0.0624,0.389,0.0,0.067,0.966,175.898,227.8,Happy/Energetic,754665,4768,52,40805463,0.006387,0.006318,1.2,8.492537313,1,1
75,Johnny Cash,(Ghost) Riders in the Sky,Silver,album,Johnny Cash - Ghost Riders In The Sky (Live - 1987),turion2005,Spotify,0.572,0.668,-9.382,0.0361,0.355,0.0379,0.223,0.56,109.511,224.8,Happy/Energetic,8193553,85709,2081,88417035,0.010715,0.010461,2.61,2.995515695,0,0
76,MNEK,Radio,Radio,single,"Sigala, MNEK - Radio (Official Video - Sigala Version)",SigalaVEVO,Spotify,0.737,0.866,-4.749,0.0415,0.0431,0.000143,0.099,0.868,126.019,195.3,Happy/Energetic,421744,13799,210,4666238,0.033217,0.032719,0.14,8.747474747,1,1
77,Meghan Trainor,NO,Thank You (Deluxe Version),album,Meghan Trainor - NO,MeghanTrainorVEVO,Youtube,0.557,0.803,-3.599,0.213,0.0124,1.61e-06,0.737,0.657,92.134,213.5,Happy/Energetic,625637020,4870221,256262,451229648,0.008194,0.007784,13.32,1.089552239,1,1
78,Santa Fe Klan,Todo Va Estar Bien,Todo Va a Estar Bien,single,"Santa Fe Klan, Big Soto, Neto Peña - Todo Va A Estar Bien",Santa Fe Klan Official,Youtube,0.611,0.66,-6.49,0.381,0.734,0.0,0.0636,0.582,137.668,267.8,Happy/Energetic,126312914,1218291,13508,122447779,0.009752,0.009645,3.62,10.37735849,0,0
79,K.Flay,Zen (with K.Flay & grandson),Zen (with K.Flay & grandson),single,"X Ambassadors, K.Flay, grandson - Zen",XAmbassadorsVEVO,Spotify,0.723,0.927,-4.326,0.106,0.125,0.0,0.0648,0.874,98.017,215.9,Happy/Energetic,3049112,60941,1500,26897182,0.020478,0.019986,0.79,14.30555556,1,1
80,Jessie J,Price Tag,Who You Are (Platinum Edition),album,Jessie J - Price Tag ft. B.o.B,JessieJVEVO,Youtube,0.638,0.831,-3.944,0.182,0.0281,3.06e-06,0.277,0.685,175.038,223.1,Happy/Energetic,825677974,4108800,203128,410953652,0.005222,0.004976,12.13,3.0,1,1
81,Bedoes 2115,DIAMENTY,RODZINNY BIZNES,album,2115 - DIAMENTY ft. Doda,2115 GANG,Spotify,0.651,0.551,-9.14,0.409,0.314,0.0,0.0887,0.455,146.95,165.7,Angry/Intense,641699,12108,228,2062038,0.019224,0.018869,0.06,6.211950395,0,0
82,Vierra,Kesepian,Storytelling,album,Vierra - Kesepian (Official Music Video),Musica Studios,Youtube,0.601,0.386,-9.046,0.0252,0.717,0.00487,0.109,0.273,147.928,249.9,Sad/Mellow,21893629,116166,10052,14135602,0.005765,0.005306,0.42,3.541284404,1,1
